,Open,High,Low,Close,Label
1449,24.69039,24.958685,24.431767,24.68621,0
1450,24.546589,24.814203,24.2916,24.543314,1
1451,24.41663,24.691723,24.175972,24.43866,0
1452,24.452389,24.7173,24.184114,24.432842,1
1453,24.392334,24.699379,24.174858,24.480778,0
1454,24.634691,24.91511,24.400532,24.67347,0
1455,24.59237,24.8614,24.343077,24.602228,1
1456,24.555508,24.8416,24.311852,24.593758,1
1457,24.669586,25.005423,24.47513,24.807838,0
1458,24.947767,25.21419,24.67535,24.923435,1
1459,24.791584,25.074198,24.54154,24.80623,0
1460,24.85591,25.168482,24.643156,24.94651,0
1461,24.944443,25.238226,24.71172,24.999786,1
1462,25.038689,25.337694,24.798805,25.0941,0
1463,25.087784,25.346807,24.80087,25.038174,0
1464,25.224068,25.552406,25.010931,25.33984,0
1465,25.612015,25.91344,25.372555,25.669083,1
1466,25.728075,26.054888,25.499855,25.82846,1
1467,26.073809,26.422031,25.860432,26.20938,0
1468,26.470493,26.767082,26.201124,26.48118,1
1469,26.544209,26.857801,26.300549,26.61194,1
1470,26.801842,27.133291,26.563742,26.896008,1
1471,26.928085,27.251623,26.676907,26.99274,1
1472,27.018818,27.316116,26.744135,27.039713,0
1473,26.86525,27.201563,26.62727,26.951603,1
1474,27.20574,27.522598,26.94786,27.264984,1
1475,27.32213,27.634031,27.060734,27.366798,1
1476,27.35117,27.67857,27.10316,27.428932,1
1477,27.560366,27.900171,27.309145,27.648102,0
1478,27.855995,28.18244,27.598766,27.923641,0
1479,28.067608,28.385605,27.78708,28.09522,1
1480,28.018967,28.354929,27.759632,28.086647,1
1481,27.998013,28.300283,27.709793,28.004856,1
1482,27.89257,28.212374,27.617828,27.929619,1
1483,27.70019,28.02452,27.429398,27.738344,1
1484,27.704119,28.021242,27.43536,27.742146,1
1485,27.727123,28.030186,27.449087,27.74691,0
1486,27.697765,28.004332,27.425478,27.73296,0
1487,27.823647,28.151297,27.553892,27.881634,0
1488,27.878777,28.211601,27.621664,27.954525,1
1489,27.870186,28.181799,27.589867,27.891598,0
1490,27.830412,28.125307,27.53528,27.82111,0
1491,27.648975,27.969702,27.393726,27.71166,1
1492,27.701107,28.010181,27.42786,27.732773,0
1493,27.72371,28.032614,27.450188,27.756987,0
1494,27.568018,27.867256,27.272541,27.553345,1
1495,27.209549,27.511103,26.922985,27.208834,0
1496,26.997442,27.317703,26.74139,27.05464,1
1497,26.986,27.281687,26.708897,26.992586,1
1498,26.907463,27.211248,26.640081,26.9402,0
1499,26.770643,27.077097,26.517834,26.818687,0
1500,26.758665,27.070843,26.512524,26.822449,0
1501,26.828878,27.117275,26.551945,26.834766,0
1502,26.613163,26.911877,26.344269,26.62901,1
1503,26.528156,26.839954,26.28515,26.595036,1
1504,26.63432,26.918646,26.340515,26.60949,1
1505,26.488997,26.777826,26.211342,26.490005,0
1506,26.382778,26.66648,26.106848,26.383121,1
1507,26.17974,26.471224,25.918682,26.208138,0
1508,26.366747,26.73942,26.152157,26.520313,0
1509,26.847567,27.168661,26.599342,26.921413,1
1510,26.991098,27.295036,26.725763,27.027714,1
1511,26.749971,27.076483,26.504236,26.812983,1
1512,26.90136,27.201029,26.628036,26.918615,1
1513,26.720108,27.058899,26.491245,26.828548,1
1514,27.056469,27.397018,26.8163,27.154137,1
1515,27.145973,27.44965,26.87666,27.169346,1
1516,27.080212,27.399162,26.830338,27.150043,0
1517,26.97707,27.285685,26.709957,27.018814,0
1518,26.786884,27.096006,26.527794,26.835453,0
1519,26.953125,27.272066,26.692316,27.009624,0
1520,26.703022,26.980267,26.379185,26.615702,1
1521,26.404942,26.69579,26.137747,26.423088,0
1522,26.327812,26.61851,26.06275,26.347605,1
1523,26.377903,26.680342,26.118721,26.412336,1
1524,26.498077,26.801353,26.232458,26.522839,0
1525,27.387323,27.759922,27.156494,27.530012,1
1526,27.892014,28.226135,27.62819,27.960365,1
1527,28.004568,28.34931,27.742231,28.083946,0
1528,27.909468,28.23943,27.652225,27.975613,0
1529,27.81057,28.110966,27.510033,27.790161,1
1530,27.479048,27.799555,27.213692,27.527855,0
1531,27.35347,27.643343,27.049461,27.31772,0
1532,26.945204,27.251257,26.675585,26.974266,1
1533,26.90842,27.21336,26.639744,26.9307,0
1534,26.860104,27.14175,26.561129,26.825407,1
1535,26.641273,26.952797,26.382233,26.687588,1
1536,26.53685,26.820623,26.250088,26.518124,0
1537,26.454548,26.778223,26.220448,26.54266,0
1538,26.641108,26.974874,26.407906,26.738743,1
1539,26.751411,27.059885,26.49456,26.791426,1
1540,26.665485,26.970133,26.408548,26.708395,1
1541,26.569298,26.866177,26.29958,26.579594,0
1542,26.584108,26.90655,26.339031,26.658516,0
1543,26.695782,26.995222,26.424046,26.713184,1
1544,26.606104,26.908495,26.34916,26.648739,0
1545,26.836296,27.177443,26.59251,26.929935,0
1546,27.008438,27.304358,26.712536,27.001297,1
1547,27.025335,27.3445,26.776615,27.095945,0
1548,27.00261,27.301155,26.73385,27.02824,1
1549,26.865988,27.184248,26.60547,26.919071,0
1550,26.945202,27.247732,26.6711,26.968273,0
1551,26.914019,27.236198,26.670223,26.99009,0
1552,27.101954,27.437912,26.847857,27.18163,1
1553,27.204502,27.491625,26.899399,27.169092,1
1554,27.02681,27.350523,26.780056,27.097176,0
1555,27.113419,27.420172,26.8423,27.137676,1
1556,27.101294,27.42877,26.849728,27.1747,1
1557,27.181358,27.515104,26.935402,27.261415,1
1558,27.33559,27.636175,27.055845,27.349562,1
1559,27.392908,27.720419,27.134844,27.45852,1
1560,27.760761,28.092531,27.504253,27.835838,1
1561,27.83495,28.150229,27.53366,27.842148,0
1562,27.058695,27.391325,26.792881,27.108524,0
1563,26.917206,27.215275,26.635849,26.913944,1
1564,26.789923,27.131016,26.547506,26.884674,0
1565,27.086685,27.38636,26.803946,27.102001,1
1566,26.980972,27.280212,26.697433,26.98473,0
1567,27.005085,27.313425,26.738987,27.046108,0
1568,27.10477,27.432177,26.852283,27.178154,1
1569,27.331734,27.628784,27.039358,27.32991,0
1570,27.599945,27.90542,27.320381,27.615898,0
1571,27.59981,27.917967,27.330719,27.643156,1
